30:A8:DB:F1:BA:05,-66,357719001170695
30:A8:DB:F1:BA:05,-66,357719032170643
30:A8:DB:F1:BA:05,-65,357719071001320
30:A8:DB:F1:BA:05,-58,357723528885902
30:A8:DB:F1:BA:05,-61,357723563648923
30:A8:DB:F1:BA:05,-61,357723595406162
30:A8:DB:F1:BA:05,-61,357723624966110
30:A8:DB:F1:BA:05,-61,357723662439235
30:A8:DB:F1:BA:05,-61,357723695444131
30:A8:DB:F1:BA:05,-61,357723726593402
30:A8:DB:F1:BA:05,-61,357723760740277
30:A8:DB:F1:BA:05,-61,357723796318245
30:A8:DB:F1:BA:05,-61,357723861260068
30:A8:DB:F1:BA:05,-61,357723894989078
30:A8:DB:F1:BA:05,-61,357723928563193
30:A8:DB:F1:BA:05,-61,357723962858662
30:A8:DB:F1:BA:05,-61,357723992590380
30:A8:DB:F1:BA:05,-61,357724031126943
30:A8:DB:F1:BA:05,-61,357724068671995
30:A8:DB:F1:BA:05,-73,357728533083192
30:A8:DB:F1:BA:05,-73,357728568174025
30:A8:DB:F1:BA:05,-74,357728604647150
30:A8:DB:F1:BA:05,-73,357728634599598
30:A8:DB:F1:BA:05,-73,357728665789129
30:A8:DB:F1:BA:05,-73,357728737216109
30:A8:DB:F1:BA:05,-71,357728777251786
30:A8:DB:F1:BA:05,-72,357728812039858
30:A8:DB:F1:BA:05,-73,357728842202775
30:A8:DB:F1:BA:05,-73,357728871968140
30:A8:DB:F1:BA:05,-73,357728905716993
30:A8:DB:F1:BA:05,-74,357728975931838
30:A8:DB:F1:BA:05,-74,357729050727253
30:A8:DB:F1:BA:05,-67,357733533534387
30:A8:DB:F1:BA:05,-68,357733565625846
30:A8:DB:F1:BA:05,-68,357733605506679
30:A8:DB:F1:BA:05,-67,357733635508762
30:A8:DB:F1:BA:05,-68,357733671666158
30:A8:DB:F1:BA:05,-67,357733701623658
30:A8:DB:F1:BA:05,-68,357733732878346
30:A8:DB:F1:BA:05,-67,357733764118398
30:A8:DB:F1:BA:05,-68,357733797855325
30:A8:DB:F1:BA:05,-68,357733829033659
30:A8:DB:F1:BA:05,-67,357733861506940
30:A8:DB:F1:BA:05,-68,357733901524231
30:A8:DB:F1:BA:05,-68,357733931605794
30:A8:DB:F1:BA:05,-68,357733967841575
30:A8:DB:F1:BA:05,-67,357734004138658
30:A8:DB:F1:BA:05,-68,357734042860950
30:A8:DB:F1:BA:05,-61,357738547383709
30:A8:DB:F1:BA:05,-61,357738581104438
30:A8:DB:F1:BA:05,-61,357738617446782
30:A8:DB:F1:BA:05,-61,357738647311001
30:A8:DB:F1:BA:05,-62,357738683551990
30:A8:DB:F1:BA:05,-62,357738719818500
30:A8:DB:F1:BA:05,-62,357738749859490
30:A8:DB:F1:BA:05,-62,357738781146417
30:A8:DB:F1:BA:05,-62,357738814988187
30:A8:DB:F1:BA:05,-62,357738844835375
30:A8:DB:F1:BA:05,-62,357738877435896
30:A8:DB:F1:BA:05,-62,357738908700480
30:A8:DB:F1:BA:05,-62,357738950746261
30:A8:DB:F1:BA:05,-61,357739019869438
30:A8:DB:F1:BA:05,-61,357739050971781
30:A8:DB:F1:BA:05,-70,357743528929956
30:A8:DB:F1:BA:05,-70,357743564873966
30:A8:DB:F1:BA:05,-70,357743594210529
30:A8:DB:F1:BA:05,-69,357743624481987
30:A8:DB:F1:BA:05,-69,357743659564018
30:A8:DB:F1:BA:05,-67,357743734507664
30:A8:DB:F1:BA:05,-68,357743773794956
30:A8:DB:F1:BA:05,-69,357743813855372
30:A8:DB:F1:BA:05,-69,357743843628393
30:A8:DB:F1:BA:05,-69,357743876150321
30:A8:DB:F1:BA:05,-68,357743905059956
30:A8:DB:F1:BA:05,-69,357743939221779
30:A8:DB:F1:BA:05,-69,357743973134695
30:A8:DB:F1:BA:05,-70,357744003389852
30:A8:DB:F1:BA:05,-69,357744037176779
30:A8:DB:F1:BA:05,-65,357748571722403
30:A8:DB:F1:BA:05,-65,357748644094798
30:A8:DB:F1:BA:05,-66,357748682900996
30:A8:DB:F1:BA:05,-65,357748718015840
30:A8:DB:F1:BA:05,-66,357748748091934
30:A8:DB:F1:BA:05,-66,357748783067871
30:A8:DB:F1:BA:05,-65,357748818039174
30:A8:DB:F1:BA:05,-66,357748853015423
30:A8:DB:F1:BA:05,-66,357748914225631
30:A8:DB:F1:BA:05,-65,357748951846152
30:A8:DB:F1:BA:05,-66,357748983134798
30:A8:DB:F1:BA:05,-65,357749023097350
30:A8:DB:F1:BA:05,-62,357753540749901
30:A8:DB:F1:BA:05,-62,357753578747974
30:A8:DB:F1:BA:05,-62,357753613476202
30:A8:DB:F1:BA:05,-61,357753647765734
30:A8:DB:F1:BA:05,-61,357753715679015
30:A8:DB:F1:BA:05,-61,357753753776671
30:A8:DB:F1:BA:05,-61,357753787887817
30:A8:DB:F1:BA:05,-61,357753823316098
30:A8:DB:F1:BA:05,-61,357753860415526
30:A8:DB:F1:BA:05,-60,357753890908026
30:A8:DB:F1:BA:05,-61,357753928036620
30:A8:DB:F1:BA:05,-61,357753968356984
30:A8:DB:F1:BA:05,-60,357754008539484
30:A8:DB:F1:BA:05,-61,357754043347192
30:A8:DB:F1:BA:05,-70,357758535840888
30:A8:DB:F1:BA:05,-70,357758572161461
30:A8:DB:F1:BA:05,-70,357758610897711
30:A8:DB:F1:BA:05,-70,357758677671461
30:A8:DB:F1:BA:05,-71,357758712718805
30:A8:DB:F1:BA:05,-69,357758743156930
30:A8:DB:F1:BA:05,-70,357758773608961
30:A8:DB:F1:BA:05,-70,357758807300576
30:A8:DB:F1:BA:05,-70,357758842102190
30:A8:DB:F1:BA:05,-70,357758877440628
30:A8:DB:F1:BA:05,-70,357758912082346
30:A8:DB:F1:BA:05,-70,357758942152034
30:A8:DB:F1:BA:05,-71,357758982061305
30:A8:DB:F1:BA:05,-69,357759012159430
30:A8:DB:F1:BA:05,-70,357759043370575
30:A8:DB:F1:BA:05,-63,357763551930417
30:A8:DB:F1:BA:05,-64,357763583240313
30:A8:DB:F1:BA:05,-63,357763654587501
30:A8:DB:F1:BA:05,-63,357763685715209
30:A8:DB:F1:BA:05,-62,357763725730105
30:A8:DB:F1:BA:05,-63,357763757959845
30:A8:DB:F1:BA:05,-63,357763793347344
30:A8:DB:F1:BA:05,-63,357763865765469
30:A8:DB:F1:BA:05,-63,357763904632032
30:A8:DB:F1:BA:05,-63,357763938333074
30:A8:DB:F1:BA:05,-64,357763978359480
30:A8:DB:F1:BA:05,-63,357764045708386
30:A8:DB:F1:BA:05,-60,357768522592081
30:A8:DB:F1:BA:05,-60,357768552725363
30:A8:DB:F1:BA:05,-60,357768594440467
30:A8:DB:F1:BA:05,-60,357768661720623
30:A8:DB:F1:BA:05,-60,357768699961665
30:A8:DB:F1:BA:05,-59,357768730468019
30:A8:DB:F1:BA:05,-60,357768801468488
30:A8:DB:F1:BA:05,-60,357768831267759
30:A8:DB:F1:BA:05,-60,357768871403488
30:A8:DB:F1:BA:05,-60,357768901275936
30:A8:DB:F1:BA:05,-60,357768939973644
30:A8:DB:F1:BA:05,-61,357768975018279
30:A8:DB:F1:BA:05,-61,357769005014425
30:A8:DB:F1:BA:05,-59,357769035036665
30:A8:DB:F1:BA:05,-60,357769066335467
30:A8:DB:F1:BA:05,-70,357773532122341
30:A8:DB:F1:BA:05,-70,357773563493799
30:A8:DB:F1:BA:05,-70,357773597337185
30:A8:DB:F1:BA:05,-71,357773631106247
30:A8:DB:F1:BA:05,-71,357773664843538
30:A8:DB:F1:BA:05,-71,357773700824736
30:A8:DB:F1:BA:05,-68,357773771023486
30:A8:DB:F1:BA:05,-69,357773807221299
30:A8:DB:F1:BA:05,-71,357773838277810
30:A8:DB:F1:BA:05,-67,357773868391612
30:A8:DB:F1:BA:05,-71,357773903632340
30:A8:DB:F1:BA:05,-71,357773933456299
30:A8:DB:F1:BA:05,-71,357773964728226
30:A8:DB:F1:BA:05,-70,357774003340882
30:A8:DB:F1:BA:05,-70,357774039752757
30:A8:DB:F1:BA:05,-64,357778539570673
30:A8:DB:F1:BA:05,-64,357778569121558
30:A8:DB:F1:BA:05,-64,357778609311246
30:A8:DB:F1:BA:05,-64,357778640476402
30:A8:DB:F1:BA:05,-65,357778708168954
30:A8:DB:F1:BA:05,-67,357778738557444
30:A8:DB:F1:BA:05,-63,357778803258589
